id,title,all_artists,genre,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion
489,My Humps,['Black Eyed Peas'],dance pop,2005,FALSE,68,0.802,0.682,1,-5.924,0,0.222,0.111,1.39E-05,0.109,0.586,123.95,4,Surprise
490,Ugly Heart,['G.R.L.'],dance pop,2014,FALSE,71,0.649,0.79,9,-5.529,1,0.0482,0.0167,0,0.255,0.458,124.993,4,Surprise
491,We Found Love,"['Rihanna', 'Calvin Harris']",barbadian pop,2012,FALSE,0,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,4,Surprise
492,Party In The U.S.A.,['Miley Cyrus'],dance pop,2009,FALSE,79,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,Surprise
493,Bumperkleven,"['Freddy Moreira', 'Dylan Dos Santos', 'DJ Quinna']",basshall,2019,TRUE,42,0.826,0.644,2,-6.058,1,0.0962,0.0253,0,0.678,0.409,100,4,Surprise
494,Ik Ga Zwemmen,['Mart Hoogkamer'],carnaval,2021,FALSE,69,0.471,0.891,1,-3.848,1,0.142,0.203,0,0.332,0.885,200.039,4,Surprise
495,Omlaag,"['Gio', 'Keizer', 'Freddy Moreira']",dutch hip hop,2015,TRUE,53,0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92E-05,0.286,0.742,105.226,4,Surprise
496,Only Girl (In The World),['Rihanna'],barbadian pop,2010,FALSE,75,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,4,Surprise
497,One Minute Man (feat. Ludacris),"['Missy Elliott', 'Ludacris']",dance pop,2001,TRUE,58,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97E-06,0.152,0.57,93.839,4,Surprise
498,Mundian to Bach Ke,['Panjabi MC'],bhangra,2003,FALSE,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,4,Surprise
499,Beat It,['Michael Jackson'],pop,1982,FALSE,61,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,4,Neutral
500,I'm So Excited,['The Pointer Sisters'],dance pop,1989,FALSE,51,0.581,0.7,7,-10.723,0,0.0377,0.107,0.0031,0.118,0.924,182.415,4,Neutral
501,What I Like About You,['The Romantics'],album rock,1990,FALSE,65,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34E-05,0.171,0.92,159.81,4,Neutral
502,Down Under,['Men At Work'],album rock,1996,FALSE,72,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,4,Neutral
503,Should I Stay or Should I Go - Remastered,['The Clash'],classic rock,1982,FALSE,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4,Neutral
504,We Built This City,['Starship'],album rock,1985,FALSE,0,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,4,Neutral
505,Jump,['Van Halen'],album rock,1984,FALSE,0,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,4,Neutral
506,Rock the Casbah,['The Clash'],classic rock,1982,FALSE,4,0.793,0.83,9,-12.055,0,0.0687,0.329,0,0.106,0.841,129.046,4,Neutral
507,Burning Down the House,['Talking Heads'],art punk,1983,FALSE,65,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,4,Neutral
508,Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",east coast hip hop,1986,FALSE,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,Neutral
509,White Wedding - Part 1 - 2001- Remaster,['Billy Idol'],album rock,1982,FALSE,0,0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,4,Neutral
510,Eye of the Tiger,['Survivor'],album rock,2006,FALSE,52,0.824,0.556,0,-10.711,0,0.033,0.146,0.000394,0.0839,0.566,108.858,4,Neutral
511,Sharp Dressed Man - 2008 Remaster,['ZZ Top'],album rock,1983,FALSE,73,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4,Neutral
512,Centerfold,['The J. Geils Band'],album rock,2011,FALSE,43,0.677,0.863,0,-5.649,1,0.0433,0.236,0,0.258,0.875,114.328,4,Neutral
513,It's The End Of The World As We Know It (And I Feel Fine),['R.E.M.'],alternative rock,1987,FALSE,69,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,4,Neutral
514,Round and Round,['Ratt'],album rock,1984,FALSE,65,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11E-05,0.0852,0.491,126.538,4,Neutral
515,Living After Midnight,['Judas Priest'],album rock,1980,FALSE,63,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75E-06,0.0606,0.819,134.992,4,Neutral
516,Rainbow in the Dark,['Dio'],album rock,1983,FALSE,60,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,4,Neutral
517,Highway to Hell,['AC/DC'],australian rock,1979,FALSE,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,Neutral
518,Runnin' With The Devil,['Van Halen'],album rock,1978,FALSE,0,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,4,Neutral
519,Age of Consent - 2015 Remaster,['New Order'],art rock,1983,FALSE,66,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,4,Neutral
520,Lovin' Every Minute of It,['Loverboy'],album rock,1985,FALSE,53,0.523,0.69,9,-13.527,1,0.0414,0.21,0,0.243,0.845,173.266,4,Neutral
521,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",dance pop,2015,FALSE,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,4,Neutral
522,Push It,['Salt-N-Pepa'],dance pop,1986,FALSE,0,0.926,0.6,7,-12.485,1,0.0883,0.00684,0.00187,0.0901,0.97,127.247,4,Neutral
523,Raise Your Hands,['Bon Jovi'],glam metal,1986,FALSE,0,0.451,0.957,2,-3.166,1,0.0471,0.0619,0.00213,0.07,0.519,136.31,4,Neutral
524,Paranoid - 2012 - Remaster,['Black Sabbath'],album rock,1970,FALSE,70,0.412,0.658,4,-12.051,0,0.0708,4.52E-05,0.000774,0.176,0.454,163.071,4,Neutral
525,We Will Rock You - Remastered 2011,['Queen'],classic rock,1977,FALSE,69,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,4,Neutral
526,"Mighty Wings - From ""Top Gun"" Original Soundtrack",['Cheap Trick'],album rock,1999,FALSE,50,0.467,0.937,5,-8.285,1,0.0483,0.0269,0,0.235,0.848,158.071,4,Neutral
527,I Wanna Rock,['Twisted Sister'],album rock,1984,FALSE,70,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4,Neutral
528,Superstition,['Stevie Wonder'],funk,2007,FALSE,0,0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,4,Neutral
529,Rock the Night,['Europe'],album rock,1986,FALSE,62,0.57,0.931,4,-5.78,0,0.0503,0.0429,0,0.375,0.4,105.37,4,Neutral
530,More Than a Feeling,['Boston'],album rock,1976,FALSE,78,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,Neutral
531,Love Removal Machine,['The Cult'],album rock,1987,FALSE,1,0.335,0.834,7,-7.829,1,0.0937,0.00205,0.000225,0.124,0.62,137.059,4,Neutral
532,Highway Star,['Deep Purple'],album rock,1972,FALSE,58,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,4,Neutral
533,I Can't Drive 55,['Sammy Hagar'],album rock,1984,FALSE,62,0.537,0.645,9,-12.362,1,0.0308,0.00214,3.21E-05,0.0911,0.848,133.745,4,Neutral
534,Thunderstruck,['AC/DC'],australian rock,1990,FALSE,82,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,Neutral
535,Lookin' Out My Back Door,['Creedence Clearwater Revival'],classic rock,1970,FALSE,68,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,4,Neutral
536,Ramblin' Man,['Allman Brothers Band'],album rock,1973,FALSE,0,0.309,0.831,1,-8.288,1,0.036,0.488,0.00304,0.286,0.934,181.145,4,Neutral
538,We Want Eazy,"['Eazy-E', 'MC Ren', 'Dr. Dre']",g funk,1988,FALSE,20,0.742,0.78,7,-7.279,1,0.225,0.0258,0,0.366,0.513,95.104,4,Neutral
539,Immigrant Song - 1990 Remaster,['Led Zeppelin'],album rock,1970,FALSE,3,0.574,0.926,11,-10.79,1,0.0562,0.00031,0.478,0.386,0.609,113.097,4,Neutral
540,Real World,['Matchbox Twenty'],neo mellow,1996,FALSE,61,0.504,0.761,10,-5.446,1,0.0437,0.00628,0,0.0892,0.884,117.999,4,Neutral
541,Wild Child,['W.A.S.P.'],album rock,1985,FALSE,0,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,4,Neutral
542,You Give Love A Bad Name,['Bon Jovi'],glam metal,1986,FALSE,0,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.80E-06,0.382,0.828,122.806,4,Neutral
543,You've Got Another Thing Coming,['Judas Priest'],album rock,1982,FALSE,66,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33E-06,0.104,0.532,138.225,4,Neutral
544,Hang Tough,['Tesla'],album rock,1989,FALSE,41,0.375,0.856,11,-8.334,0,0.0614,0.041,1.44E-06,0.0949,0.205,91.049,4,Neutral
545,U Can't Touch This,['MC Hammer'],hip hop,2008,FALSE,27,0.863,0.462,11,-15.241,0,0.0884,0.00336,0.000875,0.0959,0.853,133.16,4,Neutral
546,Jump,['Kris Kross'],hip hop,2014,FALSE,27,0.75,0.83,2,-7.791,1,0.154,0.000532,0.000722,0.339,0.474,101.97,4,Neutral
547,Learn to Fly,['Foo Fighters'],alternative metal,2014,FALSE,28,0.439,0.931,11,-2.59,0,0.0473,1.92E-05,1.21E-05,0.193,0.527,135.944,4,Neutral
548,Rapper's Delight,['The Sugarhill Gang'],east coast hip hop,2005,FALSE,54,0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,4,Neutral
549,The Boys Are Back In Town,['Thin Lizzy'],album rock,1976,FALSE,73,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,Neutral
550,Danger On the Track,['Europe'],album rock,1986,FALSE,40,0.532,0.861,6,-5.111,0,0.0533,0.0855,0,0.118,0.513,96.842,4,Neutral
551,Safe And Sound,['Capital Cities'],metropopolis,2013,FALSE,82,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,Neutral
552,Oye Como Va,['Santana'],blues rock,1970,FALSE,0,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,Neutral
553,Hip To Be Square,['Huey Lewis & The News'],album rock,1986,FALSE,66,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,4,Neutral
555,Nothin' But A Good Time - Remastered 2006,['Poison'],album rock,2009,FALSE,49,0.57,0.973,1,-2.771,1,0.0763,0.0182,0,0.203,0.557,129.073,4,Neutral
556,Panama - 2015 Remaster,['Van Halen'],album rock,1984,FALSE,72,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75E-05,0.0744,0.451,141.167,4,Neutral
557,Twistin' the Night Away,['Sam Cooke'],adult standards,1962,FALSE,62,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547,4,Neutral
558,We're Not Gonna Take It,['Twisted Sister'],album rock,1984,FALSE,73,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,4,Neutral
559,"Living in America - From ""Rocky IV"" Soundtrack",['James Brown'],funk,1985,FALSE,55,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,4,Neutral
560,Peace of Mind,['Boston'],album rock,1976,FALSE,68,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99E-05,0.211,0.684,127.678,4,Neutral
561,Masters and Slaves,['Y&T'],album rock,1984,FALSE,0,0.477,0.94,7,-4.838,0,0.066,0.000702,3.61E-05,0.467,0.461,125.842,4,Neutral
562,Bad Moon Rising,['Creedence Clearwater Revival'],classic rock,1969,FALSE,0,0.641,0.774,2,-5.916,1,0.0278,0.0543,1.05E-05,0.0473,0.942,89.787,4,Neutral
563,No One Like You,['Scorpions'],album rock,1982,FALSE,64,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21E-05,0.141,0.835,118.178,4,Neutral
564,Fortunate Son,['Creedence Clearwater Revival'],classic rock,1969,FALSE,80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,Neutral
565,(I Can't Get No) Satisfaction - Mono Version,['The Rolling Stones'],british invasion,1965,FALSE,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,Neutral
566,I Fought the Law,['The Clash'],classic rock,2013,FALSE,62,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12E-05,0.14,0.883,151.279,4,Neutral
567,Working Man,['Rush'],album rock,1974,FALSE,60,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883,4,Neutral
568,Limelight,['Rush'],album rock,1981,FALSE,64,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,Neutral
569,Tom Sawyer,['Rush'],album rock,1981,FALSE,71,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,Neutral
570,One Piece at a Time,"['Johnny Cash', 'Tennessee Three']",arkansas country,1976,FALSE,57,0.721,0.539,10,-14.064,1,0.351,0.685,0,0.282,0.963,102.648,4,Neutral
571,Hip Hop Hooray,['Naughty By Nature'],east coast hip hop,1993,FALSE,0,0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.201,4,Neutral
572,O.P.P,['Naughty By Nature'],east coast hip hop,1991,FALSE,0,0.848,0.838,4,-11.949,0,0.0723,0.0326,4.63E-06,0.124,0.774,97.735,4,Neutral
573,I Wish,['Skee-Lo'],hip hop,1995,FALSE,64,0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,4,Neutral
574,Same Song - Edit Version,['Digital Underground'],conscious hip hop,2003,FALSE,0,0.813,0.687,1,-10.178,1,0.152,0.0562,0,0.113,0.733,103.196,4,Neutral
575,All Day And All Of The Night,['The Kinks'],album rock,2009,FALSE,0,0.552,0.957,7,-5,1,0.108,0.455,0.000161,0.0665,0.533,136.975,4,Neutral
576,Motownphilly,['Boyz II Men'],boy band,1991,FALSE,59,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.14E-05,0.278,0.785,114.144,4,Neutral
577,Rock Around the Clock,['Johnny Farago'],chanson quebecois,2011,FALSE,44,0.538,0.614,2,-8.054,1,0.143,0.553,0.156,0.0756,0.811,181.889,4,Neutral
578,Roll Over Beethoven - Single Version,['Chuck Berry'],blues rock,2006,FALSE,0,0.722,0.88,3,-6.559,1,0.207,0.834,0,0.275,0.837,92.644,4,Neutral
579,Blitzkrieg Bop - 2016 Remaster,['Ramones'],classic rock,1976,FALSE,71,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4,Neutral
580,Kung Fu Fighting,['Carl Douglas'],disco,2001,FALSE,68,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84E-05,0.289,0.59,102.035,4,Neutral
581,Bring The Noise,"['Anthrax', 'Public Enemy']",album rock,1991,FALSE,55,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,4,Neutral
582,The House Is Rockin',['Stevie Ray Vaughan'],album rock,2006,FALSE,33,0.336,0.941,4,-8.606,1,0.0455,0.107,0.00431,0.316,0.932,172.333,4,Neutral
583,(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],adult standards,2006,FALSE,67,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,4,Neutral
584,Kryptonite,['3 Doors Down'],alternative metal,2000,FALSE,79,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,4,Neutral
585,Peaches,['The Presidents Of The United States Of America'],alternative metal,1995,FALSE,64,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,4,Neutral
586,Rock And Roll All Nite,['KISS'],album rock,1975,FALSE,75,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,4,Neutral
587,Detroit Rock City,['KISS'],album rock,1988,FALSE,60,0.479,0.847,0,-11.036,0,0.0984,0.00884,0.000206,0.144,0.317,90.654,4,Neutral
588,Think,"['The Blues Brothers', 'Aretha Franklin']",blues,1980,FALSE,55,0.653,0.836,5,-5.594,1,0.188,0.495,0.000232,0.24,0.713,128.628,4,Neutral
589,"Signed, Sealed, Delivered (I'm Yours)",['Stevie Wonder'],funk,1970,FALSE,0,0.672,0.595,5,-11.227,1,0.0331,0.0518,0,0.0882,0.871,108.897,4,Neutral
590,Disco Inferno,['The Trammps'],disco,2016,FALSE,61,0.676,0.704,10,-8.534,1,0.0329,0.000362,0.0709,0.139,0.812,129.594,4,Neutral
591,Takin' Care Of Business,['Bachman-Turner Overdrive'],album rock,2005,FALSE,0,0.734,0.794,10,-12.107,1,0.0659,0.0782,3.01E-06,0.156,0.962,132.028,4,Neutral
592,Heavy Metal Love,['Helix'],album rock,2010,FALSE,22,0.429,0.846,6,-7.103,0,0.0696,0.000272,0.000505,0.647,0.769,123.927,4,Neutral
593,Jungle Boogie,['Kool & The Gang'],disco,1973,FALSE,0,0.806,0.838,5,-8.717,1,0.114,0.103,0.000171,0.315,0.706,107.898,4,Neutral
594,Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",classic soul,1967,FALSE,0,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,Neutral
595,Centerfield,['John Fogerty'],blues rock,1985,FALSE,0,0.81,0.928,7,-5.319,1,0.0491,0.155,1.47E-06,0.0598,0.973,142.405,4,Neutral
596,The Stroke - Remastered,['Billy Squier'],album rock,1981,FALSE,68,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,4,Neutral
597,Fool for the City,['Foghat'],album rock,1975,FALSE,43,0.348,0.977,0,-2.113,1,0.131,0.000496,0.000642,0.239,0.463,140.046,4,Neutral
598,"When the Going Gets Tough, The Tough Get Going",['Billy Ocean'],disco,2010,FALSE,64,0.755,0.763,4,-6.318,1,0.0473,0.405,0,0.318,0.932,122.045,4,Neutral
599,1985,['Bowling For Soup'],comic,2004,FALSE,57,0.607,0.878,4,-4.422,1,0.0665,0.000246,0,0.337,0.853,119.955,4,Neutral
600,When I Come Around,['Green Day'],permanent wave,1994,FALSE,74,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,4,Neutral
601,One Week,['Barenaked Ladies'],canadian pop,1998,FALSE,0,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4,Neutral
602,Kickstart My Heart,['Mötley Crüe'],glam metal,1989,FALSE,77,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4,Neutral
603,Dirty Deeds Done Dirt Cheap,['AC/DC'],australian rock,1976,FALSE,73,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,4,Neutral
604,Another One Bites The Dust,['Queen'],classic rock,1980,FALSE,57,0.929,0.463,5,-9.353,0,0.146,0.108,0.292,0.145,0.778,109.899,4,Neutral
605,No Diggity,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",boy band,1996,FALSE,76,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,Neutral
606,Mama Said Knock You Out,['LL Cool J'],east coast hip hop,1990,TRUE,63,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,Neutral
607,Mississippi Queen,['Mountain'],album rock,1970,FALSE,69,0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,4,Neutral
608,Takin' It to the Streets,"['The Doobie Brothers', 'James Taylor']",album rock,1976,FALSE,40,0.641,0.481,0,-15.68,1,0.0316,0.205,3.03E-06,0.0752,0.921,146.255,4,Neutral
609,Brown Sugar - 2009 Remaster,['The Rolling Stones'],british invasion,1971,FALSE,69,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4,Neutral
610,Dr. Feelgood,['Mötley Crüe'],glam metal,1989,FALSE,0,0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,4,Neutral
611,Wild Side,['Mötley Crüe'],glam metal,1987,FALSE,65,0.596,0.896,0,-4.635,1,0.0382,0.00742,0.00057,0.372,0.456,115.092,4,Neutral
612,Smooth Sailing,['Queens of the Stone Age'],alternative metal,2013,FALSE,0,0.587,0.874,2,-3.597,1,0.0544,0.0546,0.000452,0.0511,0.469,95.017,4,Neutral
613,Looks That Kill,['Mötley Crüe'],glam metal,1983,FALSE,62,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,4,Neutral
614,Sweet Emotion,['Aerosmith'],album rock,1975,FALSE,73,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,4,Neutral
615,Shout At The Devil,['Mötley Crüe'],glam metal,1983,FALSE,66,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,4,Neutral
616,Welcome To The Jungle,"[""Guns N' Roses""]",glam metal,1987,FALSE,0,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,4,Neutral
617,Down On The Corner,['Creedence Clearwater Revival'],classic rock,1969,FALSE,72,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4,Neutral
619,Rock You Like A Hurricane,['Scorpions'],album rock,1984,FALSE,0,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,4,Neutral
620,Rebel Yell,['Billy Idol'],album rock,1983,FALSE,72,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4,Neutral
621,Virtual Insanity - Remastered,['Jamiroquai'],dance pop,2006,FALSE,0,0.659,0.949,6,-4.682,1,0.105,0.123,0,0.133,0.512,92.025,4,Neutral
622,Summertime,['DJ Jazzy Jeff & The Fresh Prince'],gangster rap,1991,FALSE,62,0.677,0.539,7,-14.439,1,0.063,0.0455,1.84E-06,0.845,0.469,95.116,4,Neutral
623,Gettin' Jiggy Wit It,['Will Smith'],hip hop,1998,FALSE,0,0.866,0.905,6,-3.759,1,0.144,0.0223,0,0.223,0.845,107.874,4,Neutral
624,Miami,['Will Smith'],hip hop,2002,FALSE,39,0.886,0.588,1,-4.531,1,0.117,0.0418,1.26E-05,0.0515,0.907,108.159,4,Neutral
625,Just What I Needed,['The Cars'],album rock,1978,FALSE,70,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,4,Neutral
626,Self Esteem,['The Offspring'],alternative metal,2005,FALSE,7,0.458,0.912,5,-3.666,1,0.0618,0.0173,0,0.363,0.611,104.522,4,Neutral
627,Turn Up The Radio,['Autograph'],album rock,2007,FALSE,36,0.608,0.861,11,-4.299,1,0.0283,0.000571,0.00143,0.166,0.733,112.123,4,Neutral
628,Feel Me Flow,['Naughty By Nature'],east coast hip hop,1995,FALSE,0,0.805,0.754,8,-6.679,0,0.156,0.0468,1.79E-06,0.0855,0.844,90.214,4,Neutral
629,Sunshine,['Atmosphere'],alternative hip hop,2007,FALSE,0,0.852,0.572,1,-5.086,1,0.149,0.147,2.62E-06,0.186,0.569,90.939,4,Neutral
630,Yesterday,['Atmosphere'],alternative hip hop,2008,FALSE,0,0.849,0.531,7,-5.534,1,0.258,0.524,0,0.0693,0.77,91.927,4,Neutral
631,I Can,['Nas'],conscious hip hop,2002,FALSE,58,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,4,Neutral
632,The Kids Aren't Alright,['The Offspring'],alternative metal,1998,FALSE,78,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,4,Neutral
633,Steal My Sunshine,['LEN'],canadian rock,1999,FALSE,59,0.412,0.829,4,-11.112,1,0.529,0.394,0,0.108,0.677,191.476,4,Neutral
634,All The Small Things,['blink-182'],pop punk,1999,FALSE,1,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,4,Neutral
635,What's My Age Again?,['blink-182'],pop punk,1999,FALSE,0,0.403,0.956,6,-7.376,1,0.0732,0.017,7.09E-05,0.0893,0.561,157.706,4,Neutral
636,Trick Or Treat,['Fastway'],album rock,1987,FALSE,27,0.513,0.6,5,-11.294,0,0.0438,0.00964,5.21E-06,0.343,0.371,124.22,4,Neutral
637,"Knock 'Em Dead, Kid",['Mötley Crüe'],glam metal,1983,FALSE,51,0.574,0.961,9,-6.223,0,0.0506,0.0077,0.224,0.432,0.554,139.839,4,Neutral
638,California Love - Original Version,"['2Pac', 'Roger', 'Dr. Dre']",g funk,1998,FALSE,56,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91E-06,0.36,0.747,91.535,4,Neutral
639,Sweet Soul Sister,['The Cult'],album rock,1989,FALSE,0,0.44,0.866,5,-9.245,1,0.0629,0.124,0.0101,0.159,0.152,93.027,4,Neutral
640,The Kids Are Back,['Twisted Sister'],album rock,1983,FALSE,57,0.557,0.843,0,-4.338,1,0.131,0.00366,1.83E-06,0.218,0.547,138.339,4,Neutral
641,Pump Up The Jam,['Technotronic'],eurodance,1989,FALSE,68,0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49E-06,0.0494,0.715,124.602,4,Neutral
642,I Want It All - Remastered 2011,['Queen'],classic rock,1989,FALSE,52,0.414,0.842,11,-5.698,0,0.0483,0.025,2.45E-06,0.374,0.392,92.09,4,Neutral
643,The Party Has Just Begun,['Freestyle'],opm,2005,FALSE,0,0.867,0.578,5,-11.949,0,0.0841,0.00648,0.0428,0.287,0.425,126.612,4,Neutral
644,Planet Rock,"['Afrika Bambaataa', 'Afrika Bambaataa & The Soulsonic Force']",bronx hip hop,1982,FALSE,0,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.708,127.35,4,Neutral
646,This Is How We Do It,"['Montell Jordan', 'Wino']",hip hop,1995,FALSE,66,0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,4,Neutral
647,Fat Lip,['Sum 41'],alternative metal,2001,TRUE,73,0.402,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.505,4,Neutral
648,Sweet Soul Music,['Arthur Conley'],classic soul,2005,FALSE,62,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56E-06,0.356,0.965,80.201,4,Neutral
649,Uptight (Everything's Alright),['Stevie Wonder'],funk,2007,FALSE,0,0.589,0.721,5,-5.8,0,0.0287,0.0838,0,0.127,0.843,134.208,4,Neutral
650,Tubthumping,['Chumbawamba'],anarcho-punk,1997,FALSE,62,0.263,0.871,2,-7.496,1,0.131,0.106,0,0.363,0.622,206.68,4,Neutral
