id,title,all_artists,genre,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion
0,Hooked on a Feeling,"['Blue Swede', 'Björn Skifs']",classic swedish pop,1973,FALSE,74,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,4,Happy
1,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",dance pop,2014,FALSE,24,0.853,0.681,0,-5.003,1,0.0888,0.00966,5.71E-05,0.0233,0.93,114.989,4,Happy
2,Twist And Shout - Remastered,['The Beatles'],beatlesque,1963,FALSE,0,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74E-06,0.0414,0.937,124.631,4,Happy
3,A-Punk,['Vampire Weekend'],baroque pop,2008,FALSE,3,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,4,Happy
4,Watermelon Sugar,['Harry Styles'],pop,2019,FALSE,89,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4,Happy
5,Don't Stop Me Now,['Queen'],classic rock,1978,FALSE,0,0.566,0.876,0,-4.6,1,0.187,0.0175,0.0114,0.677,0.642,156.291,4,Happy
6,Sunday Best,['Surfaces'],bedroom soul,2019,FALSE,79,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,4,Happy
7,Video Killed The Radio Star,['The Buggles'],early synthpop,2010,FALSE,0,0.679,0.79,1,-6.934,1,0.059,0.139,0.00669,0.165,0.369,131.177,4,Happy
8,Hey Ya!,['Outkast'],atl hip hop,2003,FALSE,63,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,4,Happy
9,Can I Get It,['Adele'],british soul,2021,FALSE,83,0.703,0.68,9,-6.118,0,0.0431,0.0171,0,0.178,0.536,97.985,4,Happy
10,Treasure,['Bruno Mars'],dance pop,2012,TRUE,78,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,4,Happy
11,Wake Me Up Before You Go-Go,['Wham!'],disco,2010,FALSE,55,0.586,0.651,0,-10.16,1,0.048,0.144,0,0.489,0.901,81.397,4,Happy
12,Kiss Me More (feat. SZA),"['Doja Cat', 'SZA']",dance pop,2021,TRUE,86,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,4,Happy
13,Celebration - Single Version,['Kool & The Gang'],disco,1980,FALSE,0,0.843,0.656,1,-11.184,1,0.0595,0.0466,0.0187,0.169,0.931,121.112,4,Happy
14,Come,['Jain'],french indie pop,2016,FALSE,61,0.818,0.783,1,-6.534,1,0.0444,0.232,0.00886,0.0803,0.819,99.992,4,Happy
15,Mr. Brightside,['The Killers'],alternative rock,2004,FALSE,0,0.351,0.928,1,-3.71,1,0.0759,0.00113,0,0.0988,0.239,148.03,4,Happy
17,Lush Life,['Zara Larsson'],dance pop,2017,FALSE,77,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,4,Happy
18,Walking On Sunshine,['Katrina & The Waves'],new wave pop,1985,FALSE,77,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,4,Happy
20,Country House,['Blur'],alternative rock,2000,FALSE,54,0.341,0.894,9,-6.66,1,0.0765,0.147,0,0.0741,0.672,174.982,4,Happy
21,Skate,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",dance pop,2021,FALSE,80,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,Happy
23,I Got You (I Feel Good),['James Brown'],funk,2010,FALSE,2,0.598,0.531,7,-7.484,1,0.0954,0.331,1.51E-06,0.0938,0.696,70.469,3,Happy
24,Don't Start Now,['Dua Lipa'],dance pop,2020,FALSE,82,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4,Happy
25,A-O-K,['Tai Verdes'],modern indie pop,2021,TRUE,77,0.731,0.626,11,-6.919,1,0.0805,0.125,0,0.183,0.862,82.488,4,Happy
26,Don't Worry Be Happy,['Bobby McFerrin'],a cappella,1997,FALSE,67,0.681,0.163,11,-22.597,1,0.165,0.881,7.62E-05,0.0688,0.771,69.283,4,Happy
27,3 Nights,['Dominic Fike'],alternative pop rock,2018,FALSE,68,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,4,Happy
28,Gimme Hope Jo'Anna,['Eddy Grant'],guyanese pop,2011,FALSE,49,0.896,0.704,10,-12.148,1,0.0402,0.401,0.132,0.0884,0.98,128.685,4,Happy
29,Pretty Shining People,['George Ezra'],folk-pop,2018,FALSE,64,0.584,0.726,1,-4.604,1,0.0371,0.14,0,0.0984,0.398,106.979,4,Happy
30,All About That Bass,['Meghan Trainor'],dance pop,2014,TRUE,61,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,4,Happy
32,"I'll Be There for You - Theme From ""Friends""",['The Rembrandts'],pop rock,1995,FALSE,67,0.32,0.917,9,-5.903,1,0.0771,0.0717,0,0.169,0.715,190.757,4,Happy
33,Electric Love,['BØRNS'],modern alternative rock,2015,FALSE,83,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4,Happy
34,Cassy O',['George Ezra'],folk-pop,2014,TRUE,0,0.544,0.847,2,-4.794,1,0.0385,0.0462,0,0.336,0.168,97.974,4,Happy
35,Shiny Happy People,['R.E.M.'],alternative rock,1991,FALSE,0,0.491,0.87,9,-5.99,1,0.0308,0.00361,0.126,0.184,0.814,124.444,4,Happy
37,Little Talks,['Of Monsters and Men'],folk-pop,2011,FALSE,0,0.466,0.801,1,-5.175,1,0.0354,0.0209,0,0.241,0.379,103.197,4,Happy
38,Everybody Needs Somebody To Love,['The Blues Brothers'],blues,2005,FALSE,0,0.525,0.686,5,-8.879,1,0.0325,0.18,2.66E-06,0.274,0.91,193.667,4,Happy
39,Dance Monkey,['Tones And I'],australian pop,2019,FALSE,81,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4,Happy
41,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",electro,2013,FALSE,78,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,4,Happy
42,Honeypie,['JAWNY'],bedroom pop,2020,FALSE,76,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4,Happy
43,"Hey, Soul Sister",['Train'],dance pop,2009,FALSE,0,0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03,4,Happy
44,Heat Waves,['Glass Animals'],gauze pop,2020,FALSE,91,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4,Happy
45,Should I Stay or Should I Go - Remastered,['The Clash'],classic rock,2013,FALSE,63,0.742,0.838,2,-6.442,1,0.11,0.0832,0,0.418,0.848,113.373,4,Happy
46,Treat People With Kindness,['Harry Styles'],pop,2019,FALSE,72,0.653,0.869,5,-3.725,1,0.0382,0.128,2.20E-05,0.046,0.697,122.017,4,Happy
48,Riptide,['Vance Joy'],folk-pop,2014,FALSE,78,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4,Happy
49,The Wire,['HAIM'],art pop,2013,FALSE,60,0.548,0.632,2,-5.569,1,0.145,0.0126,4.95E-06,0.0769,0.535,113.682,4,Happy
50,Mr. Blue Sky,['Electric Light Orchestra'],album rock,1977,FALSE,80,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,4,Happy
51,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean', 'Funk Wav']",dance pop,2017,TRUE,74,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,4,Happy
53,Accidentally In Love,['Counting Crows'],alternative rock,2004,FALSE,0,0.556,0.929,7,-3.659,1,0.037,0.0499,1.70E-06,0.0931,0.842,137.996,4,Happy
54,Drinking Wine,['Oscar Lang'],bedroom pop,2020,TRUE,36,0.434,0.958,11,-3.558,1,0.0543,2.64E-05,0.000245,0.101,0.746,145.063,4,Happy
55,Love Natural,['Crystal Fighters'],alternative dance,2013,FALSE,0,0.654,0.791,11,-6.243,1,0.048,0.0392,0,0.321,0.603,133.042,4,Happy
57,Jailhouse Rock,['Elvis Presley'],rock-and-roll,2002,FALSE,61,0.635,0.672,10,-6.788,0,0.0637,0.314,5.03E-06,0.0688,0.895,166.903,4,Happy
58,Feel It Still,['Portugal. The Man'],indie rock,2017,FALSE,77,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4,Happy
59,It's Tricky,['Run–D.M.C.'],east coast hip hop,1986,FALSE,71,0.965,0.857,11,-8.458,0,0.17,0.00131,0,0.0726,0.951,127.656,4,Happy
60,Juice,['Lizzo'],dance pop,2019,TRUE,75,0.767,0.889,7,-2.988,1,0.0963,0.00611,0,0.402,0.843,119.93,4,Happy
61,Walk Of Life,['Dire Straits'],album rock,1998,FALSE,0,0.461,0.936,4,-6.824,1,0.104,0.416,0.000135,0.136,0.811,172.43,4,Happy
63,Best Fake Smile,['James Bay'],modern rock,2015,FALSE,48,0.689,0.887,11,-4.27,1,0.0424,0.0231,0,0.275,0.937,142.014,4,Happy
64,Shine On,['The Kooks'],brighton indie,2008,FALSE,49,0.466,0.634,6,-5.3,1,0.0289,0.0763,0,0.0678,0.324,128.992,4,Happy
65,Don't Slack (from Trolls World Tour),"['Anderson .Paak', 'Justin Timberlake']",escape room,2020,FALSE,51,0.618,0.837,9,-5.574,1,0.115,0.0842,0,0.344,0.8,168.114,4,Happy
66,On Top Of The World,['Imagine Dragons'],modern rock,2012,FALSE,74,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59E-06,0.084,0.755,100.045,4,Happy
67,I'm So Excited,['The Pointer Sisters'],dance pop,1982,FALSE,72,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,4,Happy
68,I'm Good,"[""The Mowgli's""]",indie poptimism,2015,FALSE,0,0.613,0.923,0,-5.234,1,0.0691,0.00892,0,0.149,0.669,96.043,4,Happy
69,Grace Kelly,['MIKA'],europop,2007,FALSE,0,0.676,0.824,0,-5.752,1,0.0449,0.0271,0.0152,0.363,0.696,122.221,4,Happy
71,ABC,['The Jackson 5'],motown,1995,FALSE,0,0.559,0.752,8,-10.046,1,0.0581,0.448,0.00061,0.0907,0.946,187.712,4,Happy
72,Homerun (Radio Edit),['The Brahms'],dutch indie,2015,FALSE,36,0.532,0.831,9,-4.359,1,0.0456,0.0104,0.000183,0.0801,0.764,93.948,4,Happy
73,Dynamite,['BTS'],k-pop,2020,FALSE,86,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4,Happy
74,You Can't Always Get What You Want,['The Rolling Stones'],british invasion,1969,FALSE,67,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36E-05,0.253,0.472,86.327,4,Happy
75,Adventure of a Lifetime,['Coldplay'],permanent wave,2015,FALSE,56,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,4,Happy
76,Home,['Edward Sharpe & The Magnetic Zeros'],double drumming,2009,FALSE,71,0.541,0.591,2,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676,4,Happy
77,Tainted Love - Single Version,['Gloria Jones'],motown,1982,FALSE,47,0.516,0.684,8,-5.659,1,0.0797,0.652,0,0.685,0.84,161.167,4,Happy
78,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],dance pop,2016,FALSE,77,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,4,Happy
80,I'm Gonna Be (500 Miles),['The Proclaimers'],celtic rock,2003,FALSE,72,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4,Happy
81,Jungle Drum,['Emilíana Torrini'],electronica,2008,FALSE,0,0.636,0.881,2,-5.376,1,0.0758,0.134,0.00952,0.074,0.845,118.237,4,Happy
82,Sunny,['Boney M.'],europop,1976,FALSE,69,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,4,Happy
83,Norgaard,['The Vaccines'],indie rock,2011,FALSE,0,0.323,0.847,11,-4.716,1,0.0348,5.12E-06,0.0208,0.25,0.859,173.914,4,Happy
84,Uptown Girl,['Billy Joel'],classic rock,2001,FALSE,63,0.696,0.943,4,-2.962,1,0.0431,0.0736,0,0.653,0.833,129.003,4,Happy
85,Best Day Of My Life,['American Authors'],indie poptimism,2013,FALSE,0,0.673,0.901,2,-2.379,1,0.0348,0.0525,0.000535,0.0736,0.503,100.002,4,Happy
86,"Rudy, A Message To You",['Dandy Livingstone'],lovers rock,2008,FALSE,0,0.936,0.414,9,-8.942,0,0.0791,0.0211,0.453,0.11,0.899,107.438,4,Happy
87,Desire,"['Years & Years', 'Tove Lo']",dance pop,2015,FALSE,55,0.706,0.777,10,-4.591,0,0.0567,0.299,0,0.298,0.638,126.008,4,Happy
88,Friday I'm In Love,['The Cure'],new wave,1992,FALSE,0,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,4,Happy
89,It's Love (but it's not mine),['EUT'],dutch indie,2019,FALSE,0,0.516,0.805,5,-8.017,1,0.0311,0.000178,0.00135,0.413,0.72,136.67,4,Happy
90,One Way Or Another,['Blondie'],candy pop,1998,FALSE,55,0.445,0.872,6,-6.294,0,0.0602,0.00402,0.00909,0.047,0.834,162.407,4,Happy
91,My Type,['Saint Motel'],la indie,2013,FALSE,0,0.594,0.83,10,-5.727,1,0.0632,0.0288,0.0215,0.261,0.69,117.973,4,Happy
92,The Bad Touch,['Bloodhound Gang'],alternative metal,2007,TRUE,47,0.818,0.688,0,-7.083,0,0.0379,0.00209,0.0541,0.282,0.971,122.983,4,Happy
93,Get Up,['Rival'],gaming edm,2021,FALSE,54,0.745,0.713,6,-6.668,1,0.0633,0.0237,0.00105,0.215,0.755,109.997,4,Happy
94,Chelsea Dagger,['The Fratellis'],alternative rock,2006,FALSE,69,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,4,Happy
95,Modern Love - Single Version; 2002 Digital Remaster,['David Bowie'],art rock,2002,FALSE,0,0.464,0.895,0,-7.683,1,0.031,0.00227,0.00394,0.13,0.932,91.905,4,Happy
96,Let's Fall in Love Some More,['Al Bairre'],cape town indie,2015,FALSE,39,0.607,0.924,7,-5.684,1,0.0703,0.0668,0,0.117,0.778,134.975,4,Happy
97,Suddenly I See,['KT Tunstall'],lilith,2005,FALSE,72,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,4,Happy
98,Don't Stop (Color on the Walls),['Foster The People'],indietronica,2011,FALSE,63,0.611,0.948,1,-3.751,0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,4,Happy
100,I Will Survive - Remastered,['Gloria Gaynor'],disco,2008,FALSE,51,0.704,0.631,9,-12.299,0,0.0398,0.0346,0,0.159,0.793,123.286,4,Happy
101,All My Friends Are Stoned,['WizTheMc'],canadian contemporary r&b,2020,FALSE,60,0.794,0.628,6,-4.321,0,0.0328,0.0871,0,0.181,0.935,121.793,4,Happy
102,Start Me Up,['The Rolling Stones'],british invasion,2012,FALSE,0,0.629,0.905,5,-4.745,1,0.0378,0.0273,0.199,0.0644,0.967,122.448,4,Happy
104,Surfin' U.S.A. - Remastered 2001,['The Beach Boys'],baroque pop,2003,FALSE,42,0.55,0.868,3,-5.472,1,0.0361,0.656,0,0.136,0.962,158.563,4,Happy
105,Jerk It Out,['Caesars'],swedish indie rock,2002,FALSE,64,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07E-05,0.386,0.861,134.007,4,Happy
106,"Sugar, Sugar",['The Archies'],brill building pop,2007,FALSE,58,0.757,0.647,2,-10.264,1,0.0299,0.757,3.08E-06,0.0972,0.97,122.771,4,Happy
107,Baby Love,['Petite Meller'],etherpop,2016,FALSE,42,0.621,0.915,1,-5.224,1,0.0411,0.2,0.00332,0.0964,0.818,130.013,4,Happy
108,Can't Buy Me Love - Remastered 2015,['The Beatles'],beatlesque,2000,FALSE,0,0.426,0.76,0,-4.082,1,0.0414,0.118,0,0.325,0.955,171.838,4,Happy
110,Proud Mary,['Creedence Clearwater Revival'],classic rock,1969,FALSE,69,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,4,Happy
111,High,['Young Rising Sons'],folk-pop,2014,FALSE,53,0.646,0.85,7,-5.145,1,0.043,0.028,7.21E-05,0.281,0.518,116.999,4,Happy
112,Beautiful Day,['U2'],irish rock,2000,FALSE,73,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,4,Happy
113,Lisztomania,['Phoenix'],alternative dance,2009,FALSE,65,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,0.305,97.54,4,Happy
114,Dancing in the Moonlight,['Toploader'],british alternative rock,2009,FALSE,67,0.639,0.845,0,-3.333,0,0.0372,0.0528,0,0.336,0.871,119.48,4,Happy
115,Smaller,['Erik Hassle'],swedish pop,2015,FALSE,34,0.405,0.728,7,-4.76,1,0.0433,0.415,0,0.0777,0.342,188.701,4,Happy
116,You Can't Hurry Love,['Phil Collins'],mellow gold,1982,FALSE,0,0.639,0.923,7,-5.708,1,0.032,0.0674,0,0.0879,0.761,97.874,4,Happy
117,LA Calling,['Crystal Fighters'],alternative dance,2013,FALSE,0,0.574,0.887,11,-6.172,1,0.0565,0.0607,2.41E-06,0.334,0.622,136.057,4,Happy
118,Born to Be Alive,['Patrick Hernandez'],disco,1978,FALSE,70,0.704,0.867,2,-5.808,1,0.0315,0.0846,0,0.206,0.809,131.467,4,Happy
119,Side Effects (feat. Emily Warren),"['The Chainsmokers', 'Emily Warren']",dance pop,2018,FALSE,0,0.673,0.71,8,-6.744,1,0.0324,0.00277,0,0.55,0.54,110.017,4,Happy
120,My Generation - Mono Version,['The Who'],album rock,1966,FALSE,59,0.299,0.787,0,-7.93,0,0.069,0.14,0,0.292,0.716,94.798,4,Happy
121,Shotgun,['George Ezra'],folk-pop,2018,FALSE,78,0.673,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,4,Happy
122,Viva La Vida,['Coldplay'],permanent wave,2008,FALSE,80,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,4,Happy
124,Girls,['The 1975'],modern alternative rock,2013,TRUE,60,0.657,0.913,11,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,4,Happy
125,Come On Eileen,['Dexys Midnight Runners'],new romantic,1982,FALSE,0,0.435,0.652,0,-8.495,1,0.0404,0.519,0,0.129,0.806,108.097,4,Happy
126,Price Tag,"['Jessie J', 'B.o.B']",dance pop,2011,FALSE,74,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85E-06,0.272,0.668,175.015,4,Happy
127,"Yes Sir, I Can Boogie",['The Fratellis'],alternative rock,2021,FALSE,49,0.58,0.819,1,-7.485,1,0.03,0.00234,0.00464,0.0864,0.328,120.019,4,Happy
128,Got My Mind Set On You,['Damien Leith'],australian pop,2012,FALSE,40,0.674,0.84,1,-3.879,0,0.0746,0.0338,0.000441,0.0941,0.875,150.011,4,Happy
129,San Francisco,"[""The Mowgli's""]",indie poptimism,2012,FALSE,36,0.363,0.893,11,-4.81,1,0.0584,0.0131,0,0.0825,0.37,93.041,4,Happy
131,Work This Body,['WALK THE MOON'],dance pop,2014,FALSE,59,0.421,0.831,4,-5.128,1,0.106,0.0283,0,0.464,0.488,134.184,4,Happy
132,I'm a Believer,['The Monkees'],beatlesque,2001,FALSE,39,0.519,0.772,0,-6.784,1,0.0331,0.534,1.21E-05,0.271,0.961,79.618,4,Happy
133,Havana (feat. Young Thug),"['Camila Cabello', 'Young Thug']",dance pop,2018,FALSE,81,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,4,Happy
134,Song Away,['Hockey'],portland indie,2009,FALSE,25,0.639,0.72,6,-4.253,1,0.0284,0.0276,0,0.113,0.921,131.797,4,Happy
135,Walkin' On The Sun,['Smash Mouth'],alternative rock,2001,FALSE,0,0.732,0.973,6,-5.33,1,0.0319,0.456,0,0.154,0.967,123.292,4,Happy
136,Heavy,['Animal House'],brighton indie,2014,FALSE,32,0.507,0.753,11,-4.064,1,0.0339,0.00164,0.00087,0.168,0.968,179.948,4,Happy
137,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","['Maroon 5', 'Christina Aguilera']",pop,2010,FALSE,76,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,4,Happy
138,"Happy - From ""Despicable Me 2""",['Pharrell Williams'],pop rap,2014,FALSE,3,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,4,Happy
139,Rather Be (feat. Jess Glynne),"['Clean Bandit', 'Jess Glynne']",dance pop,2014,FALSE,70,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,4,Happy
140,All That She Wants,['Ace of Base'],bubblegum dance,1992,FALSE,0,0.707,0.628,11,-9.684,1,0.0877,0.00526,8.21E-05,0.104,0.87,187.548,4,Happy
142,Go Your Own Way,['Fleetwood Mac'],album rock,1977,FALSE,0,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,4,Happy
143,Everybody Talks,['Neon Trees'],modern alternative rock,2011,FALSE,0,0.479,0.931,8,-3.976,1,0.0613,0.00767,0,0.306,0.708,154.931,4,Happy
144,Happy Hour,['The Housemartins'],britpop,2007,FALSE,34,0.51,0.918,10,-6.219,1,0.0433,0.113,2.31E-06,0.115,0.94,95.876,4,Happy
145,On Our Way,['The Royal Concept'],indie poptimism,2013,FALSE,0,0.582,0.787,1,-5.923,1,0.0877,0.00777,0,0.182,0.368,130.953,4,Happy
146,99 Red Balloons,['Nena'],german pop,2007,FALSE,0,0.474,0.57,4,-3.188,1,0.068,0.187,0,0.106,0.535,94.16,4,Happy
148,Gotta Go Home,['Boney M.'],europop,2009,FALSE,44,0.74,0.945,1,-5.666,1,0.0314,0.223,0.116,0.356,0.975,131.644,4,Happy
149,Sister Of Pearl,['Baio'],nyc pop,2015,FALSE,0,0.736,0.676,5,-7.28,1,0.0408,0.0808,0.149,0.197,0.935,125.046,4,Happy
150,So Lonely,['The Police'],album rock,2002,FALSE,0,0.532,0.586,7,-7.503,1,0.179,0.0182,9.80E-06,0.0963,0.737,77.705,4,Happy
151,Sweet About Me,['Gabriella Cilmi'],australian pop,2008,FALSE,36,0.682,0.724,3,-5.055,0,0.0306,0.164,0,0.301,0.491,132.051,4,Happy
152,I'm Still Standing,['Elton John'],glam rock,1983,FALSE,80,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4,Happy
153,Stronger (What Doesn't Kill You),['Kelly Clarkson'],dance pop,2011,FALSE,75,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,4,Happy
154,Conga!,['Miami Sound Machine'],new wave pop,1984,FALSE,57,0.782,0.873,2,-7.157,1,0.0475,0.141,0.0571,0.112,0.858,123.181,4,Happy
155,Perfect Strangers,"['Jonas Blue', 'JP Cooper']",dance pop,2016,FALSE,0,0.731,0.822,1,-5.305,1,0.0459,0.394,0,0.288,0.708,118.021,4,Happy
156,You Make My Dreams (Come True),['Daryl Hall & John Oates'],album rock,2001,FALSE,61,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0486,0.939,167.084,4,Happy
157,I Will Wait,['Mumford & Sons'],modern folk rock,2012,FALSE,0,0.477,0.776,1,-5.056,1,0.0349,0.0155,0.00314,0.203,0.429,131.004,4,Happy
158,It's Just Gotta Be That Way,['Bobby Angelle'],deep southern soul,2015,FALSE,0,0.683,0.719,7,-4.568,1,0.0299,0.533,1.84E-05,0.112,0.907,118.731,4,Happy
159,Bohemian Like You,['The Dandy Warhols'],alternative rock,2008,FALSE,44,0.578,0.936,9,-5.761,1,0.0364,0.00305,0.687,0.47,0.659,131.268,4,Happy
160,Rock Around the Clock,['Bill Haley'],rock-and-roll,2007,FALSE,0,0.806,0.657,9,-11.574,1,0.158,0.267,0.000182,0.224,0.702,89.492,4,Happy
161,I Spy,['Mikhael Paskalev'],norwegian folk rock,2013,FALSE,30,0.628,0.886,11,-4.253,0,0.0485,0.377,8.65E-06,0.186,0.694,123.942,4,Happy
162,Give It Up,['KC & The Sunshine Band'],disco,2011,FALSE,0,0.837,0.592,3,-14.264,1,0.0671,0.0754,0.000251,0.0671,0.836,125.686,4,Happy
163,Paint a Smile On Me - Radio Edit,['Black Yaya'],french indie folk,2013,FALSE,35,0.736,0.813,7,-4.296,1,0.0853,0.0393,1.64E-06,0.164,0.933,118.968,4,Happy
164,Woo Hoo,"[""The 5.6.7.8's""]",japanese garage rock,2003,FALSE,47,0.566,0.811,11,-9.849,0,0.0435,0.732,0.638,0.596,0.961,127.944,4,Happy
165,The Game of Love - Main/Radio Mix,"['Santana', 'Michelle Branch']",blues rock,2007,FALSE,0,0.597,0.93,2,-3.23,1,0.0477,0.0776,0.000404,0.0566,0.693,119.788,4,Happy
166,Beat Of My Drum,['POWERS'],indie poptimism,2015,FALSE,0,0.774,0.91,4,-2.456,1,0.0722,0.053,9.67E-06,0.095,0.881,120.02,4,Happy
167,Stuck In The Middle With You,['Stealers Wheel'],classic rock,2009,FALSE,68,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,4,Happy
168,If You Wanna Stay,['The Griswolds'],indie poptimism,2014,FALSE,0,0.543,0.946,5,-3.888,1,0.0391,0.000459,0.000259,0.108,0.221,116.515,4,Happy
169,Summer Of '69,['Bryan Adams'],album rock,1984,FALSE,0,0.508,0.725,2,-10.795,1,0.0344,0.0157,1.26E-06,0.0995,0.741,138.934,4,Happy
170,Lightning Bolt,['Jake Bugg'],modern rock,2012,FALSE,0,0.561,0.846,9,-4.48,1,0.0867,0.0634,0,0.193,0.75,116.168,4,Happy
171,I Believe in a Thing Called Love,['The Darkness'],glam metal,2003,FALSE,69,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71E-06,0.282,0.622,128.235,4,Happy
172,I Gotta Have It,['Jace Everett'],modern blues rock,2006,FALSE,30,0.533,0.964,4,-4.712,1,0.0878,0.269,6.29E-05,0.0642,0.812,156.149,4,Happy
173,American Pie,['Don McLean'],adult standards,1988,FALSE,68,0.526,0.509,7,-10.893,1,0.0628,0.6,0,0.144,0.497,138.318,4,Happy
174,Pretoria Girls,['Desmond and the Tutus'],cape town indie,2015,FALSE,38,0.553,0.724,2,-6.486,0,0.0359,0.00585,4.72E-05,0.366,0.383,128.024,4,Happy
175,Move Your Feet,['Junior Senior'],danish pop,2002,FALSE,0,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,4,Happy
176,Faith - Remastered,['George Michael'],soft rock,1987,FALSE,74,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58E-05,0.0662,0.607,95.846,4,Happy
177,Restless Year,['Ezra Furman'],alternative pop,2015,FALSE,0,0.704,0.845,9,-9.516,1,0.0535,0.0383,2.03E-05,0.12,0.623,94.52,4,Happy
178,Town Called Malice,['The Jam'],mod revival,2006,FALSE,0,0.534,0.943,2,-5.898,1,0.0845,0.000855,0.0264,0.0697,0.823,101.754,4,Happy
